"Year","Sample","Temp_range","Temp_flag","moisture","moisture_units","moisture_flag","R10","Q10","Q10_flag","Species","Latitude","Longitude","lat_lon_notes","Manipulation","Ecosystem_type_old","Ecosystem_type","Biome","Source","Incubation","Duplicate_record","notes","notes2","notes_data_location","StudyName","DOI","Meas_method","Horizon","Depth_cm","Vegetation","notes3","MAT_C","MMT_C","MAP_mm","...35","Texture","...37","time_days","Elevation_m","...40","...41","corg","norg","clay","ph"
,"227","7_15",,,,,,2.13,"equal-time","CO2","68_37'N","149_36'W","Alaska","None","tundra","tundra","cold","Hamdi2013","lab",,,"reference 53","SI","Shaver et al. 2006","https://doi.org/10.1111/j.1365-2745.2006.01139.x",,,,,"Shav",,,,,,,,,,,"33",,,
,"228","5_15",,,,,,3.4,"equal-time","CO2","28_19.4'N","83_52.4'E",,"None","forest","forest",,"Hamdi2013","lab",,,"reference 54","SI","Shrestha et al. 2004","https://doi.org/10.1023/B:FRES.0000019044.52811.11",,,"0 to 10",,"Nep","9_20.2",,"4300",,,,,,,,"3.4",,,"4.7"
,"228","15_20",,,,,,1.8,"equal-time","CO2","28_19.4'N","83_52.4'E",,"None","forest","forest",,"Hamdi2013","lab",,,"reference 54","SI","Shrestha et al. 2004","https://doi.org/10.1023/B:FRES.0000019044.52811.11",,,"0 to 10",,"Nep","9_20.3",,"4300",,,,,,,,"3.4",,,"4.7"
,"229","5_20",,,,,,1.18,"equal-time","CO2","37_32'N","101_15'E",,"None","tundra","tundra","cold","Hamdi2013","lab",,,"reference 55","SI","Song et al. 2010","https://doi.org/10.1016/j.ejsobi.2010.09.003",,,"0 to 10",,"Camb",,,,,,,,,,,"10",,,
,"230","20_30",,,,,,1.5,"equal-time","CO2","19.9301_N","155.2870_W","Laupahoehoe Forest Reserve","None","forest","forest","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_forest1500",,,,,,,,,,,"26",,,
,"230","30_40",,,,,,1.4,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_forest1500",,,,,,,,,,,"26",,,
,"231","20_30",,,,,,1.55,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_forest900",,,,,,,,,,,"14.4",,,
,"231","30_40",,,,,,1.35,"equal-time","CO2","19.9301_N","155.2870_W",,"None","forest","forest","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_forest900",,,,,,,,,,,"14.4",,,
,"232","20_30",,,,,,1.7,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_past100",,,,,,,,,,,"9.6",,,
,"232","30_40",,,,,,1.3,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_past100",,,,,,,,,,,"9.6",,,
,"233","20_30",,,,,,1.9,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_past1700",,,,,,,,,,,"21",,,
,"233","30_40",,,,,,1.5,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_past1700",,,,,,,,,,,"21",,,
,"234","20_30",,,,,,1.8,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_past800",,,,,,,,,,,"15.1",,,
,"234","30_40",,,,,,1.4,"equal-time","CO2","19.9301_N","155.2870_W",,"None","grassland","Grassland","warm","Hamdi2013","lab",,,"reference 56","SI","Townsend et al. 1997","https://doi.org/10.1023/A:1017942918708",,,,,"Town_past800",,,,,,,,,,,"15.1",,,
,"235","10_30",,,,,,3.41,"equal-time","CO2","60.1682_N","24.9335_E","Helsinki, Finland","None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 57","SI","Vanhala et al. 2007","https://doi.org/10.1016/j.soilbio.2007.05.022",,,,,"Van_Control",,,,,,,,,,,"9",,,
,"235","19_33",,,,,,3.59,"equal-time","CO2","60.1682_N","24.9335_E","Helsinki, Finland","None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 57","SI","Vanhala et al. 2007","https://doi.org/10.1016/j.soilbio.2007.05.022",,,,,"Van_Control",,,,,,,,,,,"9",,,
,"236","10_30",,,,,,3.46,"equal-time","CO2","60.1682_N","24.9335_E","Helsinki, Finland","None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 57","SI","Vanhala et al. 2007","https://doi.org/10.1016/j.soilbio.2007.05.022",,,,,"Van_Maize",,,,,,,,,,,"10.5",,,
,"236","19_33",,,,,,3.38,"equal-time","CO2","60.1682_N","24.9335_E","Helsinki, Finland","None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 57","SI","Vanhala et al. 2007","https://doi.org/10.1016/j.soilbio.2007.05.022",,,,,"Van_Maize",,,,,,,,,,,"10.5",,,
,"241","5_20",,,,,,2.15,"equal-time","CO2","51_45'34""N","123_02'34E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"10 to 20",,"Huz1",,,,,,,,,,,"45.01","1.41",,"3.88"
,"242","5_20",,,,,,2.2,"equal-time","CO2","51_45'34""N","123_02'34E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"20 to 30",,"Huz2",,,,,,,,,,,"41.03","1.7",,"3.7"
,"239","5_20",,,,,,2.44,"equal-time","CO2","52_09'10""N","122_57'18""E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"10 to 20",,"Fei1",,,,,,,,,,,"42.93","1.34",,"4.13"
,"240","5_20",,,,,,2.37,"equal-time","CO2","52_09'10""N","122_57'18""E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"20 to 30",,"Fei2",,,,,,,,,,,"37.86","1.71",,"3.9"
,"245","5_20",,,,,,2.09,"equal-time","CO2","52_45'07""N","122_37'57""E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"10 to 20",,"Zhua1",,,,,,,,,,,"45.22","1.43",,"3.88"
,"246","5_20",,,,,,2.15,"equal-time","CO2","52_45'07""N","122_37'57""E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"20 to 30",,"Zhua2",,,,,,,,,,,"41.3","1.59",,"3.58"
,"243","5_20",,,,,,2.07,"equal-time","CO2","52_55'59""N","122_46'26""E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"10 to 20",,"Tuqi1",,,,,,,,,,,"45.16","1.38",,"3.86"
,"244","5_20",,,,,,2.06,"equal-time","CO2","52_55'59""N","122_46'26""E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"20 to 30",,"Tuqi2",,,,,,,,,,,"43.37","1.64",,"3.72"
,"237","5_20",,,,,,2.05,"equal-time","CO2","53_12'08""N","122_16'43""E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"10 to 20",,"Beij1",,,,,,,,,,,"44.43","1.31",,"3.93"
,"238","5_20",,,,,,1.96,"equal-time","CO2","53_12'08""N","122_16'43""E",,"None","peat","Wetland","cold","Hamdi2013","lab",,,"reference 58","SI","Wang et al. 2010","https://doi.org/10.1016/S1001-0742(09)60217-5",,,"20 to 30",,"Beij2",,,,,,,,,,,"40.56","1.65",,"3.52"
,"247","10_20",,,,,,1.7,"equal-time","CO2","63_53'N","145_44'W","Alaska","None","forest","forest","cold","Hamdi2013","lab",,,"reference 59","SI","Wickland and Neff 2008","https://doi.org/10.1007/s10533-007-9166-3",,,,,"MD",,,,,,,,,,,"29.6","1.18",,
,"249","10_20",,,,,,1.9,"equal-time","CO2","63_53'N","145_44'W","Alaska","None","forest","forest","cold","Hamdi2013","lab",,,"reference 59","SI","Wickland and Neff 2008","https://doi.org/10.1007/s10533-007-9166-3",,,,,"WD",,,,,,,,,,,"31","1.16",,
,"248","10_20",,,,,,1.6,"equal-time","CO2","64_42'N","148_19'W",,"None","forest","forest","cold","Hamdi2013","lab",,,"reference 59","SI","Wickland and Neff 2008","https://doi.org/10.1007/s10533-007-9166-3",,,,,"PD",,,,,,,,,,,"34.7","1.58",,
,"250","4_28",,,,,,1.8,"equal-time","CO2","63_53'N","145_44'W",,"None","forest","forest","temperate","Hamdi2013","lab",,,"reference 60","SI","Winkler et al. 1996","https://doi.org/10.1016/0038-0717(96)00076-4",,,"0 to 28",,"Wink",,,,,,,,,,,,,,
,"251","5_35",,,,,,2.61,"sequential","CO2","34_59'N","97_31'W",,"None","grassland","Grassland","temperate","Hamdi2013","lab",,,"reference 61","SI","Xu et al. 2012","https://doi.org/10.1016/j.soilbio.2012.03.007",,,"0 to 20",,"C",,,,,,,,,,,"1.24","0.113",,"7"
,"254","20_25",,,,,,1.72,"equal-time","CO2","28_21.133'N","116_10.551'E",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 62","SI","Zhang et al. 2007","https://doi.org/10.1016/S1001-0742(07)60052-7",,,"0 to 15",,"RP",,,,,,,,,,,"2.44","0.223","25.9","5.54"
,"253","20_25",,,,,,1.09,"equal-time","CO2","29_48.597'N","106_25.584'E",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 62","SI","Zhang et al. 2007","https://doi.org/10.1016/S1001-0742(07)60052-7",,,"0 to 15",,"PP",,,,,,,,,,,"1.75","0.135","26.5","6.89"
,"252","20_25",,,,,,2.26,"equal-time","CO2","30_22.477'N","113_21.286'E",,"None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 62","SI","Zhang et al. 2007","https://doi.org/10.1016/S1001-0742(07)60052-7",,,"0 to 15",,"EP",,,,,,,,,,,"1.77","0.176","45.3","7.15"
,"255","20_25",,,,,,2.25,"equal-C","CO2","36.9881_N","122.0582_W","University of California in Santa Cruz","None","cultivated","cultivated","temperate","Hamdi2013","lab",,,"reference 63","SI","Zhu and Cheng 2011","https://doi.org/10.1016/j.soilbio.2010.12.021",,,"0 to 30",,"Cult",,,,,,,,,,,"0.94","0.11",,
,"256","20_25",,,,,,1.85,"equal-C","CO2","36.9881_N","122.0582_W",,"None","grassland","Grassland","temperate","Hamdi2013","lab",,,"reference 63","SI","Zhu and Cheng 2011","https://doi.org/10.1016/j.soilbio.2010.12.021",,,"0 to 30",,"Grass",,,,,,,,,,,"1.2","0.13",,
"2015","b1","10_20","14.3753851","22.935","volumetric water",,"1.82394183",4.66459027,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2015","b2","10_20","14.8130732","20.945","volumetric water",,"3.03739427",3.00416602,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2015","b3","10_20","14.95123","21.995","volumetric water",,"2.18802651",3.63278656,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2015","h1","10_20","14.4193259","17.3804762","volumetric water",,"1.4993025",5.36555597,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2015","h2","10_20","14.5756761","16.485","volumetric water",,"1.76473405",6.55350486,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2015","h3","10_20","14.7503159","13.4142857","volumetric water",,"3.16451562",3.0956565,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2015","mb1","10_20","15.3359105","10.9444444","volumetric water",,"1.91171358",5.00281123,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
"2015","mb2","10_20","15.5705441","12.9333333","volumetric water",,"1.68371052",6.7530888,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
"2015","mb3","10_20","15.46001","12.4777778","volumetric water",,"2.03195828",3.9353507,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
"2016","b1","10_20","14.6940275","14.0473684","volumetric water",,"2.15976625",2.82921701,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2016","b2","10_20","14.4721081","14.01","volumetric water",,"2.33730838",2.53450918,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2016","b3","10_20","14.7699393","13.4476191","volumetric water",,"1.95619254",2.48432253,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2016","h1","10_20","14.0077476","11.2105263","volumetric water",,"1.5967974",2.66445624,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2016","h2","10_20","14.251264","8.5","volumetric water",,"2.11488408",2.41089971,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2016","h3","10_20","14.5868383","7.01904762","volumetric water",,"3.17402342",2.20339643,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2016","mb1","10_20","14.8737627","7.52857143","volumetric water",,"2.46946123",2.82921701,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
"2016","mb2","10_20","15.3047017","9","volumetric water",,"2.78430976",2.66445624,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
"2016","mb3","10_20","14.9926145","7.73333333","volumetric water",,"2.79826617",2.27049984,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
"2017","b1","10_20","13.458799","19.2466667","volumetric water",,"2.61169647",3.56085256,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2017","b2","10_20","13.6369553","14.15625","volumetric water",,"2.60908608",4.34923514,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2017","b3","10_20","14.9714355","18.5066667","volumetric water",,"2.6064783",2.11700002,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","birch",,"NA","NA","NA",,,,,,,,,,,
"2017","h1","10_20","13.4193335","15.6857143","volumetric water",,"1.8607879",3.70617371,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2017","h2","10_20","13.7707151","10.65","volumetric water",,"2.9153795",3.32011692,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2017","h3","10_20","14.7333543","12.5769231","volumetric water",,"4.01083721",1.76826705,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","hemlock",,"NA","NA","NA",,,,,,,,,,,
"2017","mb1","10_20","13.3869066","10.3625","volumetric water",,"3.11117354",4.0959554,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
"2017","mb2","10_20","13.7721319","13.5941177","volumetric water",,"2.89214951",4.17869919,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
"2017","mb3","10_20","13.7388709","12.2555556","volumetric water",,"2.59607321",4.17869919,,"CO2","42_27.32'N","72_40.96'W",,"None","Forest","Forest","temperate","Ignace2019","field",,,,"SI","Ignace2019","https://doi.org/10.1371/journal.pone.0223566","LICOR",,"NA","mature",,"NA","NA","NA",,,,,,,,,,,
,,"15_25","range calculated from: 22.5",,,,,3.41,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,"A, couldn't access the text","Fig3","Bunt and Rovira","https://doi.org/10.1111/j.1365-2389.1955.tb00837.x",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 33",,,,,3.23,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,"A","Fig3","Bunt and Rovira","https://doi.org/10.1111/j.1365-2389.1955.tb00837.x",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 15",,,,,6.13,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"A, couldn't access the text","Fig3","Bunt and Rovira","https://doi.org/10.1111/j.1365-2389.1955.tb00837.x",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,2.59,,"CO2","50.0755_N","14.4378_E","Prague",,,,,"Kirschbaum1995","lab",,,"B","Fig3","Drobnik","https://doi.org/10.1007/BF02927237",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 23",,,,,1.48,,"CO2","50.0755_N","14.4378_E","Prague",,,,,"Kirschbaum1995","lab",,,"B","Fig3","Drobnik","https://doi.org/10.1007/BF02927237",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 32.5",,,,,1.22,,"CO2","50.0755_N","14.4378_E","Prague",,,,,"Kirschbaum1995","lab",,,"B","Fig3","Drobnik","https://doi.org/10.1007/BF02927237",,,,,,,,,,,,,,,,,,,
,,"0_5","range calculated from: 2.5",,,,,5.89,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"C, could not find a link","Fig3","Flanagan and Veum","NA",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 7.5",,,,,3.9,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"C, could not find a link","Fig3","Flanagan and Veum",,,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,2.81,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"C, could not find a link","Fig3","Flanagan and Veum",,,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 17.5",,,,,1.68,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"C, could not find a link","Fig3","Flanagan and Veum",,,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 15",,,,,2.81,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,"PDF in German","D","Fig3","Koepf","https://doi.org/10.1002/jpln.19530610103",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 25",,,,,2.28,,"CO2",,,,,,,,"Kirschbaum1995","lab",,"PDF in German","D","Fig3","Koepf","https://doi.org/10.1002/jpln.19530610103",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 35",,,,,1.63,,"CO2",,,,,,,,"Kirschbaum1995","lab",,"PDF in German","D","Fig3","Koepf","https://doi.org/10.1002/jpln.19530610103",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 18",,,,,4.44,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,"E, could not find a link","Fig3","Moureaux",,,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 32.5",,,,,2.65,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,"E, could not find a link","Fig3","Moureaux",,,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 7.5",,,,,3.13,,"CO2","40.8426_N","104.0900_W",,,,,,"Kirschbaum1995","lab",,,"F","Fig3","Nyhan","https://www.doi.org/10.1097/00010694-197605000-00005",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 32.5",,,,,1.69,,"CO2","40.8426_N","104.0900_W",,,,,,"Kirschbaum1995","lab",,,"F","Fig3","Nyhan","https://www.doi.org/10.1097/00010694-197605000-00005",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 17.5",,,,,2.75,,"CO2","40.8426_N","104.0900_W","Pawnee National Grassland, CO",,,,,"Kirschbaum1995","lab",,,"F","Fig3","Nyhan","https://www.doi.org/10.1097/00010694-197605000-00005",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 5",,,,,8.44,,"CO2","32_20'S/34_14'S","116_4'E/116_9'E",,,"Forest","Forest","temperate","Kirschbaum1995","lab",,,"G","Fig3","O’Connell","https://doi.org/10.1016/0038-0717(90)90080-J",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 7.5",,,,,6.72,,"CO2","32_20'S/34_14'S","116_4'E/116_9'E",,,,,,"Kirschbaum1995","lab",,,"G","Fig3","O’Connell","https://doi.org/10.1016/0038-0717(90)90080-J",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,4.78,,"CO2","32_20'S/34_14'S","116_4'E/116_9'E",,,,,,"Kirschbaum1995","lab",,,"G","Fig3","O’Connell","https://doi.org/10.1016/0038-0717(90)90080-J",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 20",,,,,2.72,,"CO2","32_20'S/34_14'S","116_4'E/116_9'E",,,,,,"Kirschbaum1995","lab",,,"G","Fig3","O’Connell","https://doi.org/10.1016/0038-0717(90)90080-J",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 22.5",,,,,2.17,,"CO2","32_20'S/34_14'S","116_4'E/116_9'E",,,,,,"Kirschbaum1995","lab",,,"G","Fig3","O’Connell","https://doi.org/10.1016/0038-0717(90)90080-J",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 30",,,,,1.25,,"CO2","32_20'S/34_14'S","116_4'E/116_9'E",,,,,,"Kirschbaum1995","lab",,,"G","Fig3","O’Connell","https://doi.org/10.1016/0038-0717(90)90080-J",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 35",,,,,0.882,,"CO2","32_20'S/34_14'S","116_4'E/116_9'E",,,,,,"Kirschbaum1995","lab",,,"G","Fig3","O’Connell","https://doi.org/10.1016/0038-0717(90)90080-J",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 10",,,,,5.2,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"H, could not find a link","Fig3","Ross and Cairns",,,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 15",,,,,2.31,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"H, could not find a link","Fig3","Ross and Cairns",,,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 20",,,,,1.89,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"H, could not find a link","Fig3","Ross and Cairns",,,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 22.5",,,,,1.64,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"H, could not find a link","Fig3","Ross and Cairns",,,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 5",,,,,4.57,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"I","Fig3","Schleser","https://doi.org/10.1515/zna-1982-0316",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 5",,,,,3.93,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"I","Fig3","Schleser","https://doi.org/10.1515/zna-1982-0316",,,,,,,,,,,,,,,,,,,
