ref.id,soil.id,reference,soil,depth,ecosystem,climate,time,tmin,tmax,temp,q10,q10calc,corg,norg,clay,ph,substrate,substrate2
32,119,Holland et al. 2000,Holl-TX-forest,,forest,warm,1.5,35,45,40,3.2,equal-time,2.3,,23,,N,
32,119,Holland et al. 2000,Holl-TX-forest,,forest,warm,1.5,45,55,50,1.7,equal-time,2.3,,23,,N,
32,120,Holland et al. 2000,Holl-TX-grassland,,grassland,warm,1.5,15,25,20,0.5,equal-time,0.84,,16,,N,
32,120,Holland et al. 2000,Holl-TX-grassland,,grassland,warm,1.5,25,35,30,2.2,equal-time,0.84,,16,,N,
32,120,Holland et al. 2000,Holl-TX-grassland,,grassland,warm,1.5,35,45,40,2.7,equal-time,0.84,,16,,N,
32,120,Holland et al. 2000,Holl-TX-grassland,,grassland,warm,1.5,45,55,50,2,equal-time,0.84,,16,,N,
33,121,Hopkins et al. 2006,Hopk-D,,polar desert,cold,48,0,20,10,1.2,equal-time,0.05,,,,N,
33,121,Hopkins et al. 2006,Hopk-D,,polar desert,cold,48,0,20,10,3.3,equal-time,,,,,Y,A
33,121,Hopkins et al. 2006,Hopk-D,,polar desert,cold,48,9,20,14.5,1.2,equal-time,0.05,,,,N,
33,121,Hopkins et al. 2006,Hopk-D,,polar desert,cold,48,9,20,14.5,2,equal-time,,,,,Y,A
33,122,Hopkins et al. 2006,Hopk-HS,,polar desert,cold,48,0,20,10,1.6,equal-time,0.14,,,,N,
33,122,Hopkins et al. 2006,Hopk-HS,,polar desert,cold,48,0,20,10,3.4,equal-time,,,,,Y,A
33,122,Hopkins et al. 2006,Hopk-HS,,polar desert,cold,48,9,20,14.5,2,equal-time,0.14,,,,N,
33,122,Hopkins et al. 2006,Hopk-HS,,polar desert,cold,48,9,20,14.5,2.8,equal-time,,,,,Y,A
33,123,Hopkins et al. 2006,Hopk-LS,,polar desert,cold,48,0,20,10,3.3,equal-time,2.99,,,,N,
33,123,Hopkins et al. 2006,Hopk-LS,,polar desert,cold,48,0,20,10,3.4,equal-time,,,,,Y,A
33,123,Hopkins et al. 2006,Hopk-LS,,polar desert,cold,48,9,20,14.5,3,equal-time,2.99,,,,N,
33,123,Hopkins et al. 2006,Hopk-LS,,polar desert,cold,48,9,20,14.5,3.6,equal-time,,,,,Y,A
33,124,Hopkins et al. 2006,Hopk-P,,polar desert,cold,48,0,20,10,1.4,equal-time,0.16,,,,N,
33,124,Hopkins et al. 2006,Hopk-P,,polar desert,cold,48,0,20,10,5,equal-time,,,,,Y,A
33,124,Hopkins et al. 2006,Hopk-P,,polar desert,cold,48,9,20,14.5,2,equal-time,0.16,,,,N,
33,124,Hopkins et al. 2006,Hopk-P,,polar desert,cold,48,9,20,14.5,4.4,equal-time,,,,,Y,A
33,125,Hopkins et al. 2006,Hopk-SE,,polar desert,cold,48,0,20,10,1.9,equal-time,0.37,,,,N,
33,125,Hopkins et al. 2006,Hopk-SE,,polar desert,cold,48,0,20,10,6.9,equal-time,,,,,Y,A
33,125,Hopkins et al. 2006,Hopk-SE,,polar desert,cold,48,9,20,14.5,1.9,equal-time,0.37,,,,N,
33,125,Hopkins et al. 2006,Hopk-SE,,polar desert,cold,48,9,20,14.5,2,equal-time,,,,,Y,A
34,126,Huntjens et al. 1981,Hut,1 to 5,grassland,temperate,12.5,13,20,16.5,5.7,equal-time,1.76,,,6.7,N,
34,126,Huntjens et al. 1981,Hut,1 to 5,cultivated,temperate,12.5,13,20,16.5,3.2,equal-time,1.2,,,6.2,N,
35,127,Jenkins and Adams 2011,G,0 to 10,grassland,temperate,1,20,40,30,2.63,sequential,4.1,0.5,31,5.3,N,
35,127,Jenkins and Adams 2011,G,10 to 30,grassland,temperate,1,20,40,30,2.38,sequential,3.3,0.4,31,5.3,N,
35,127,Jenkins and Adams 2011,G,30 to 50,grassland,temperate,1,20,40,30,2.15,sequential,2.2,0.2,31,5.3,N,
35,127,Jenkins and Adams 2011,G,0 to 10,grassland,temperate,15,20,40,30,2.36,sequential,4.1,0.5,31,5.3,N,
35,127,Jenkins and Adams 2011,G,10 to 30,grassland,temperate,15,20,40,30,2.77,sequential,3.3,0.4,31,5.3,N,
35,127,Jenkins and Adams 2011,G,30 to 50,grassland,temperate,15,20,40,30,2.2,sequential,2.2,0.2,31,5.3,N,
35,127,Jenkins and Adams 2011,G,0 to 10,grassland,temperate,60,20,40,30,2.54,sequential,4.1,0.5,31,5.3,N,
35,127,Jenkins and Adams 2011,G,10 to 30,grassland,temperate,60,20,40,30,2.14,sequential,3.3,0.4,31,5.3,N,
35,127,Jenkins and Adams 2011,G,30 to 50,grassland,temperate,60,20,40,30,2.68,sequential,2.2,0.2,31,5.3,N,
35,127,Jenkins and Adams 2011,G,0 to 10,grassland,temperate,105,20,40,30,2.89,sequential,4.1,0.5,31,5.3,N,
35,127,Jenkins and Adams 2011,G,10 to 30,grassland,temperate,105,20,40,30,2.3,sequential,3.3,0.4,31,5.3,N,
35,127,Jenkins and Adams 2011,G,30 to 50,grassland,temperate,105,20,40,30,1.87,sequential,2.2,0.2,31,5.3,N,
35,128,Jenkins and Adams 2011,WG,0 to 10,forest,temperate,1,20,40,30,2.38,sequential,5,0.9,31,5,N,
35,128,Jenkins and Adams 2011,WG,10 to 30,forest,temperate,1,20,40,30,2.28,sequential,3.8,0.6,31,5.1,N,
35,128,Jenkins and Adams 2011,WG,30 to 50,forest,temperate,1,20,40,30,2.39,sequential,2.4,0.3,31,5.2,N,
35,128,Jenkins and Adams 2011,WG,0 to 10,forest,temperate,15,20,40,30,2.56,sequential,5,0.9,31,5,N,
35,128,Jenkins and Adams 2011,WG,10 to 30,forest,temperate,15,20,40,30,2.64,sequential,3.8,0.6,31,5.1,N,
35,128,Jenkins and Adams 2011,WG,30 to 50,forest,temperate,15,20,40,30,2.81,sequential,2.4,0.3,31,5.2,N,
35,128,Jenkins and Adams 2011,WG,0 to 10,forest,temperate,60,20,40,30,2.48,sequential,5,0.9,31,5,N,
35,128,Jenkins and Adams 2011,WG,10 to 30,forest,temperate,60,20,40,30,3,sequential,3.8,0.6,31,5.1,N,
35,128,Jenkins and Adams 2011,WG,30 to 50,forest,temperate,60,20,40,30,2.46,sequential,2.4,0.3,31,5.2,N,
35,128,Jenkins and Adams 2011,WG,0 to 10,forest,temperate,105,20,40,30,2.33,sequential,5,0.9,31,5,N,
35,128,Jenkins and Adams 2011,WG,10 to 30,forest,temperate,105,20,40,30,2.58,sequential,3.8,0.6,31,5.1,N,
35,128,Jenkins and Adams 2011,WG,30 to 50,forest,temperate,105,20,40,30,2.52,sequential,2.4,0.3,31,5.2,N,
35,129,Jenkins and Adams 2011,WS,0 to 10,forest,temperate,1,20,40,30,2.85,sequential,8.5,0.9,31,5,N,
35,129,Jenkins and Adams 2011,WS,10 to 30,forest,temperate,1,20,40,30,2.3,sequential,6.1,0.6,31,5,N,
35,129,Jenkins and Adams 2011,WS,30 to 50,forest,temperate,1,20,40,30,2.19,sequential,3.5,0.3,31,5.2,N,
35,129,Jenkins and Adams 2011,WS,0 to 10,forest,temperate,15,20,40,30,2.49,sequential,8.5,0.9,31,5,N,
35,129,Jenkins and Adams 2011,WS,10 to 30,forest,temperate,15,20,40,30,2.46,sequential,6.1,0.6,31,5,N,
35,129,Jenkins and Adams 2011,WS,30 to 50,forest,temperate,15,20,40,30,2.19,sequential,3.5,0.3,31,5.2,N,
35,129,Jenkins and Adams 2011,WS,0 to 10,forest,temperate,60,20,40,30,2.41,sequential,8.5,0.9,31,5,N,
35,129,Jenkins and Adams 2011,WS,10 to 30,forest,temperate,60,20,40,30,2.4,sequential,6.1,0.6,31,5,N,
35,129,Jenkins and Adams 2011,WS,30 to 50,forest,temperate,60,20,40,30,2.65,sequential,3.5,0.3,31,5.2,N,
35,129,Jenkins and Adams 2011,WS,0 to 10,forest,temperate,105,20,40,30,2.49,sequential,8.5,0.9,31,5,N,
35,129,Jenkins and Adams 2011,WS,10 to 30,forest,temperate,105,20,40,30,2.52,sequential,6.1,0.6,31,5,N,
35,129,Jenkins and Adams 2011,WS,30 to 50,forest,temperate,105,20,40,30,2.11,sequential,3.5,0.3,31,5.2,N,
36,130,Jonard et al. 2007,Beech,1.5 to 2.5,forest,temperate,28,4,18,11,1.5,equal-time,,,,,N,
36,130,Jonard et al. 2007,Beech,2.5 to 30,forest,temperate,28,4,18,11,1.71,equal-time,,,,,N,
36,131,Jonard et al. 2007,Mixt,2.5 to 30,forest,temperate,28,4,18,11,2.01,equal-time,,,,,N,
36,132,Jonard et al. 2007,Mxt,1.5 to 2.5,forest,temperate,28,4,18,11,1.71,equal-time,,,,,N,
36,133,Jonard et al. 2007,Oak,1.5 to 2.5,forest,temperate,28,4,18,11,1.56,equal-time,,,,,N,
36,133,Jonard et al. 2007,Oak,2.5 to 30,forest,temperate,28,4,18,11,2.27,equal-time,,,,,N,
37,134,Katterer et al. 98,Katt_01,,forest,temperate,,4,38,21,1.92,model,1,,,,N,
37,135,Katterer et al. 98,Katt_02,,cultivated,temperate,,5,30,17.5,2.15,model,34.6,,,,N,
37,136,Katterer et al. 98,Katt_03,,grassland,temperate,,5,24,14.5,2.33,model,4.6,,,,N,
37,137,Katterer et al. 98,Katt_08,,grassland,temperate,,5,25,15,2.5,model,43.5,,,,N,
37,138,Katterer et al. 98,Katt_09,,grassland,temperate,,5,25,15,2.75,model,6.1,,,,N,
37,139,Katterer et al. 98,Katt_11,,cultivated,temperate,,2,28,15,2.64,model,1.8,,,,N,
37,140,Katterer et al. 98,Katt_12,,grassland,temperate,,10,28,19,1.47,model,7.4,,,,N,
37,141,Katterer et al. 98,Katt_15,,cultivated,temperate,,25,35,30,1.75,model,2.2,,,,N,
37,142,Katterer et al. 98,Katt_19,,cultivated,temperate,,15,35,25,2.16,model,2.2,,,,N,
37,143,Katterer et al. 98,Katt_22,,cultivated,temperate,,25,35,30,1.91,model,2.56,,,,N,
37,144,Katterer et al. 98,Katt_24,,cultivated,temperate,,0,25,12.5,2.88,model,2.37,,,,N,
37,145,Katterer et al. 98,Katt_25,,cultivated,temperate,,15,25,20,2.33,model,1.3,,,,N,
38,146,Koch et al. 2007,Koch_F,,grassland,temperate,35,0,30,15,1.9,sequential,31,,,4.3,N,
38,147,Koch et al. 2007,Koch_M,,grassland,temperate,35,0,30,15,1.86,sequential,17,,,3.9,N,
38,148,Koch et al. 2007,Koch_T,,grassland,temperate,35,0,30,15,2,sequential,28,,,4.3,N,
38,149,Koch et al. 2007,Koch_W,,grassland,temperate,35,0,30,15,2.1,sequential,35,,,4,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,10,20,15,2.8,equal-time,1,,10,,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,10,20,15,2.7,equal-time,1,,10,,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,10,20,15,2.7,equal-time,1,,10,,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,20,30,25,2.1,equal-time,1,,10,,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,20,30,25,2.2,equal-time,1,,10,,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,20,30,25,2.5,equal-time,1,,10,,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,30,40,35,1.7,equal-time,1,,10,,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,30,40,35,2,equal-time,1,,10,,N,
39,150,Koepf 1953,Koepf,,cultivated,temperate,8,30,40,35,2.2,equal-time,1,,10,,N,
40,151,Leifeld and Fuhrer 2005,Arab,5 to 10,cultivated,temperate,10,5,25,15,6,sequential,3.4,0.36,42,7.2,N,
40,151,Leifeld and Fuhrer 2005,Arab,25 to 30,cultivated,temperate,10,5,25,15,5.8,sequential,1.96,0.29,42,7.2,N,
40,152,Leifeld and Fuhrer 2005,Grass,5 to 10,grassland,temperate,10,5,25,15,4.8,sequential,3.21,0.42,43,5.6,N,
40,152,Leifeld and Fuhrer 2005,Grass,25 to 30,grassland,temperate,10,5,25,15,4.8,sequential,2.46,0.33,43,5.6,N,
41,153,Liu et al. 2006,A,0 to 10 ,grassland,temperate,1,2,36,19,1.9,sequential,1.27,,,8.2,N,
41,153,Liu et al. 2006,A,0 to 10 ,grassland,temperate,36,2,36,19,2.3,sequential,1.27,,,8.2,N,
41,153,Liu et al. 2006,A,0 to 10 ,grassland,temperate,36,2,36,19,2.1,sequential,1.27,,,8.2,N,
41,154,Liu et al. 2006,B,0 to 10 ,grassland,temperate,1,2,36,19,2,sequential,1.63,,,8,N,
41,154,Liu et al. 2006,B,0 to 10 ,grassland,temperate,36,2,36,19,2.5,sequential,1.63,,,8,N,
41,154,Liu et al. 2006,B,0 to 10 ,grassland,temperate,36,2,36,19,2.1,sequential,1.63,,,8,N,
41,155,Liu et al. 2006,Liu-A,,grassland,temperate,35.7,2,36,19,2.3,sequential,1.3,,,8.3,N,
41,155,Liu et al. 2006,Liu-A,,grassland,temperate,35.7,2,36,19,2,sequential,1.3,,,8.3,N,
41,156,Liu et al. 2006,Liu-B,,grassland,temperate,35.7,2,36,19,2.5,sequential,1.6,,,7.8,N,
41,156,Liu et al. 2006,Liu-B,,grassland,temperate,35.7,2,36,19,2.3,sequential,1.6,,,7.8,N,
42,157,Mikan et al. 2002,Inter,0 to 15,tundra,cold,27,0.5,14,7.25,4.6,equal-time,,,,,N,
42,157,Mikan et al. 2002,Inter,0 to 15,tundra,cold,27,-10,-0.5,-5.25,89.1,equal-time,,,,,N,
42,158,Mikan et al. 2002,Shrub,0 to 15,tundra,cold,27,0.5,14,7.25,4.9,equal-time,,,,,N,
42,158,Mikan et al. 2002,Shrub,0 to 15,tundra,cold,27,-10,-0.5,-5.25,63.4,equal-time,,,,,N,
42,159,Mikan et al. 2002,Tuss,0 to 15,tundra,cold,27,0.5,14,7.25,9.4,equal-time,,,,,N,
42,159,Mikan et al. 2002,Tuss,0 to 15,tundra,cold,27,-10,-0.5,-5.25,89.8,equal-time,,,,,N,
42,160,Mikan et al. 2002,WM0-5,0 to 5,tundra,cold,27,0.5,14,7.25,5.1,equal-time,,,,,N,
42,160,Mikan et al. 2002,WM0-5,0 to 5,tundra,cold,27,-10,-0.5,-5.25,191.3,equal-time,,,,,N,
42,161,Mikan et al. 2002,WM15-25,15 to 25,tundra,cold,27,0.5,14,7.25,9.4,equal-time,,,,,N,
42,161,Mikan et al. 2002,WM15-25,15 to 25,tundra,cold,27,-10,-0.5,-5.25,164.7,equal-time,,,,,N,
42,162,Mikan et al. 2002,WM5-15,5 to 15,tundra,cold,27,0.5,14,7.25,6.4,equal-time,,,,,N,
42,162,Mikan et al. 2002,WM5-15,5 to 15,tundra,cold,27,-10,-0.5,-5.25,237,equal-time,,,,,N,
43,163,Miller et al. 2007,DM-alp,0 to 10,grassland,cold,112,0,5,2.5,2.6,equal-time,12.4,0.8,,5,N,
43,164,Miller et al. 2007,WM-alp,0 to 10,grassland,cold,112,0,5,2.5,4.5,equal-time,13.8,1,,5,N,
43,165,Miller et al. 2007,WM-subalp,0 to 10,grassland,cold,112,0,5,2.5,5,equal-time,15.1,0.9,,5,N,
44,166,Neff and Hooper 2002,Chan,0 to 10,tundra,cold,365,10,30,20,1.4,equal-time,44,1.35,,,N,
44,166,Neff and Hooper 2002,Chan,0 to 10,tundra,cold,40,10,30,20,2.18,equal-time,44,1.35,,,N,
44,167,Neff and Hooper 2002,Fair,0 to 10,tundra,cold,365,10,30,20,1.77,equal-time,44,0.92,,,N,
44,167,Neff and Hooper 2002,Fair,0 to 10,tundra,cold,40,10,30,20,2.23,equal-time,44,0.92,,,N,
44,168,Neff and Hooper 2002,Sag,0 to 10,tundra,cold,365,10,30,20,1.8,equal-time,45,1.28,,,N,
44,168,Neff and Hooper 2002,Sag,0 to 10,tundra,cold,40,10,30,20,2.38,equal-time,45,1.28,,,N,
44,169,Neff and Hooper 2002,Tool,0 to 10,tundra,cold,365,10,30,20,1.3,equal-time,40,1.46,,,N,
44,169,Neff and Hooper 2002,Tool,0 to 10,tundra,cold,40,10,30,20,2.07,equal-time,40,1.46,,,N,
45,170,Niklinska et al. 1999,B,,forest,temperate,105,5,10,7.5,1.39,equal-time,52.8,0.105,,5.9,N,
45,170,Niklinska et al. 1999,B,,forest,temperate,105,10,15,12.5,3.4,equal-time,52.8,0.105,,5.9,N,
45,170,Niklinska et al. 1999,B,,forest,temperate,105,15,20,17.5,2.33,equal-time,52.8,0.105,,5.9,N,
45,170,Niklinska et al. 1999,B,,forest,temperate,105,20,25,22.5,0.8,equal-time,52.8,0.105,,5.9,N,
45,170,Niklinska et al. 1999,B,,forest,temperate,1,5,10,7.5,4.04,equal-time,52.8,0.105,,5.9,N,
45,170,Niklinska et al. 1999,B,,forest,temperate,1,10,15,12.5,2.98,equal-time,52.8,0.105,,5.9,N,
45,170,Niklinska et al. 1999,B,,forest,temperate,1,15,20,17.5,1.78,equal-time,52.8,0.105,,5.9,N,
45,170,Niklinska et al. 1999,B,,forest,temperate,1,20,25,22.5,0.55,equal-time,52.8,0.105,,5.9,N,
45,171,Niklinska et al. 1999,C,,forest,temperate,105,5,10,7.5,2.73,equal-time,25.7,0.085,,6.1,N,
45,171,Niklinska et al. 1999,C,,forest,temperate,105,10,15,12.5,1.98,equal-time,25.7,0.085,,6.1,N,
45,171,Niklinska et al. 1999,C,,forest,temperate,105,15,20,17.5,1.13,equal-time,25.7,0.085,,6.1,N,
45,171,Niklinska et al. 1999,C,,forest,temperate,105,20,25,22.5,1.42,equal-time,25.7,0.085,,6.1,N,
45,171,Niklinska et al. 1999,C,,forest,temperate,1,5,10,7.5,6.83,equal-time,25.7,0.085,,6.1,N,
45,171,Niklinska et al. 1999,C,,forest,temperate,1,10,15,12.5,2.13,equal-time,25.7,0.085,,6.1,N,
45,171,Niklinska et al. 1999,C,,forest,temperate,1,15,20,17.5,1.39,equal-time,25.7,0.085,,6.1,N,
45,171,Niklinska et al. 1999,C,,forest,temperate,1,20,25,22.5,1.68,equal-time,25.7,0.085,,6.1,N,
45,172,Niklinska et al. 1999,E,,forest,temperate,105,5,10,7.5,2.28,equal-time,41.7,0.093,,6.3,N,
45,172,Niklinska et al. 1999,E,,forest,temperate,105,10,15,12.5,2.83,equal-time,41.7,0.093,,6.3,N,
45,172,Niklinska et al. 1999,E,,forest,temperate,105,15,20,17.5,1.24,equal-time,41.7,0.093,,6.3,N,
45,172,Niklinska et al. 1999,E,,forest,temperate,105,20,25,22.5,1.08,equal-time,41.7,0.093,,6.3,N,
45,172,Niklinska et al. 1999,E,,forest,temperate,1,5,10,7.5,2.52,equal-time,41.7,0.093,,6.3,N,
45,172,Niklinska et al. 1999,E,,forest,temperate,1,10,15,12.5,3.22,equal-time,41.7,0.093,,6.3,N,
45,172,Niklinska et al. 1999,E,,forest,temperate,1,15,20,17.5,1.59,equal-time,41.7,0.093,,6.3,N,
45,172,Niklinska et al. 1999,E,,forest,temperate,1,20,25,22.5,1.26,equal-time,41.7,0.093,,6.3,N,
45,173,Niklinska et al. 1999,H,,forest,temperate,105,5,10,7.5,2.07,equal-time,51.7,0.071,,5.6,N,
45,173,Niklinska et al. 1999,H,,forest,temperate,105,10,15,12.5,5.28,equal-time,51.7,0.071,,5.6,N,
45,173,Niklinska et al. 1999,H,,forest,temperate,105,15,20,17.5,1.96,equal-time,51.7,0.071,,5.6,N,
45,173,Niklinska et al. 1999,H,,forest,temperate,105,20,25,22.5,1.35,equal-time,51.7,0.071,,5.6,N,
45,173,Niklinska et al. 1999,H,,forest,temperate,1,5,10,7.5,4.43,equal-time,51.7,0.071,,5.6,N,
45,173,Niklinska et al. 1999,H,,forest,temperate,1,10,15,12.5,4.09,equal-time,51.7,0.071,,5.6,N,
45,173,Niklinska et al. 1999,H,,forest,temperate,1,15,20,17.5,1.87,equal-time,51.7,0.071,,5.6,N,
45,173,Niklinska et al. 1999,H,,forest,temperate,1,20,25,22.5,0.64,equal-time,51.7,0.071,,5.6,N,
45,174,Niklinska et al. 1999,J,,forest,temperate,105,5,10,7.5,2.98,equal-time,51.4,0.116,,5.8,N,
45,174,Niklinska et al. 1999,J,,forest,temperate,105,10,15,12.5,2.15,equal-time,51.4,0.116,,5.8,N,
45,174,Niklinska et al. 1999,J,,forest,temperate,105,15,20,17.5,2.56,equal-time,51.4,0.116,,5.8,N,
45,174,Niklinska et al. 1999,J,,forest,temperate,105,20,25,22.5,0.98,equal-time,51.4,0.116,,5.8,N,
45,174,Niklinska et al. 1999,J,,forest,temperate,1,5,10,7.5,3.15,equal-time,51.4,0.116,,5.8,N,
45,174,Niklinska et al. 1999,J,,forest,temperate,1,10,15,12.5,2.38,equal-time,51.4,0.116,,5.8,N,
45,174,Niklinska et al. 1999,J,,forest,temperate,1,15,20,17.5,1.83,equal-time,51.4,0.116,,5.8,N,
45,174,Niklinska et al. 1999,J,,forest,temperate,1,20,25,22.5,1.16,equal-time,51.4,0.116,,5.8,N,
45,175,Niklinska et al. 1999,L,,forest,temperate,105,5,10,7.5,3.24,equal-time,47.2,0.091,,6.1,N,
45,175,Niklinska et al. 1999,L,,forest,temperate,105,10,15,12.5,2.04,equal-time,47.2,0.091,,6.1,N,
45,175,Niklinska et al. 1999,L,,forest,temperate,105,15,20,17.5,1.02,equal-time,47.2,0.091,,6.1,N,
45,175,Niklinska et al. 1999,L,,forest,temperate,105,20,25,22.5,1.18,equal-time,47.2,0.091,,6.1,N,
45,175,Niklinska et al. 1999,L,,forest,temperate,1,5,10,7.5,6.12,equal-time,47.2,0.091,,6.1,N,
45,175,Niklinska et al. 1999,L,,forest,temperate,1,10,15,12.5,1.84,equal-time,47.2,0.091,,6.1,N,
45,175,Niklinska et al. 1999,L,,forest,temperate,1,15,20,17.5,1.65,equal-time,47.2,0.091,,6.1,N,
45,175,Niklinska et al. 1999,L,,forest,temperate,1,20,25,22.5,1.38,equal-time,47.2,0.091,,6.1,N,
45,176,Niklinska et al. 1999,O,,forest,temperate,105,5,10,7.5,3.01,equal-time,46.2,0.167,,5.9,N,
45,176,Niklinska et al. 1999,O,,forest,temperate,105,10,15,12.5,3.36,equal-time,46.2,0.167,,5.9,N,
45,176,Niklinska et al. 1999,O,,forest,temperate,105,15,20,17.5,1.99,equal-time,46.2,0.167,,5.9,N,
45,176,Niklinska et al. 1999,O,,forest,temperate,105,20,25,22.5,1.18,equal-time,46.2,0.167,,5.9,N,
45,176,Niklinska et al. 1999,O,,forest,temperate,1,5,10,7.5,5.67,equal-time,46.2,0.167,,5.9,N,
45,176,Niklinska et al. 1999,O,,forest,temperate,1,10,15,12.5,3.17,equal-time,46.2,0.167,,5.9,N,
45,176,Niklinska et al. 1999,O,,forest,temperate,1,15,20,17.5,1.95,equal-time,46.2,0.167,,5.9,N,
45,176,Niklinska et al. 1999,O,,forest,temperate,1,20,25,22.5,1.1,equal-time,46.2,0.167,,5.9,N,
46,177,Philipps et al. 2012,Grass,,grassland,temperate,28,-15,5,-5,4.8,sequential,4,,,6.2,N,
47,178,Rasmussen et al. 2006,PP-AN,0 to 6,forest,temperate,55,5,12.5,8.75,6.217347387,equal-time,9.8,,25.4,,N,
47,179,Rasmussen et al. 2006,PP-BS,0 to 7,forest,temperate,55,5,12.5,8.75,6.334611736,equal-time,7,,26.8,,N,
47,180,Rasmussen et al. 2006,PP-GR,0 to 7,forest,temperate,55,5,12.5,8.75,4.781130736,equal-time,6.5,,14,,N,
47,181,Rasmussen et al. 2006,RF-AN,0 to 11,forest,temperate,55,5,12.5,8.75,3.779218976,equal-time,9.7,,7.7,,N,
47,182,Rasmussen et al. 2006,RF-BS,0 to 8,forest,temperate,55,5,12.5,8.75,2.679493873,equal-time,16.1,,6.7,,N,
47,183,Rasmussen et al. 2006,RF-GR,0 to 8,forest,temperate,55,5,12.5,8.75,1.834346741,equal-time,5.3,,8.7,,N,
47,184,Rasmussen et al. 2006,WF-AN,0 to 11,forest,temperate,55,5,12.5,8.75,7.121969042,equal-time,8.4,,9.4,,N,
47,185,Rasmussen et al. 2006,WF-BS,0 to 10,forest,temperate,55,5,12.5,8.75,5.800874434,equal-time,9.3,,6.3,,N,
47,186,Rasmussen et al. 2006,WF-GR,0 to 13,forest,temperate,55,5,12.5,8.75,4.663225755,equal-time,5.1,,7.7,,N,
48,187,Reichstein et al. 2000,Gully,,tundra,cold,,5,25,15,2.8,model,5.65,0.37,,3.6,N,
48,188,Reichstein et al. 2000,Ridge,,tundra,cold,,5,25,15,2.5,model,40.31,1.33,,3,N,
49,189,Reichstein et al. 2005,Reich2005-min,,forest,temperate,,7,23,15,2.5,model,4.5,,10,3,N,
49,189,Reichstein et al. 2005,Reich2005-min,,forest,temperate,,7,23,15,2.65,model,4.5,,10,3,N,
49,189,Reichstein et al. 2005,Reich2005-min,,forest,temperate,10,7,23,15,2.4,sequential,4.5,,10,3,N,
49,189,Reichstein et al. 2005,Reich2005-min,,forest,temperate,90,7,23,15,2.5,sequential,4.5,,10,3,N,
49,190,Reichstein et al. 2005,Reich2005-org,,forest,temperate,,7,23,15,2.75,model,40,,,3,N,
49,190,Reichstein et al. 2005,Reich2005-org,,forest,temperate,,7,23,15,2.8,model,40,,,3,N,
49,190,Reichstein et al. 2005,Reich2005-org,,forest,temperate,10,7,23,15,2.5,sequential,40,,,3,N,
49,190,Reichstein et al. 2005,Reich2005-org,,forest,temperate,90,7,23,15,2.7,sequential,40,,,3,N,
50,191,Rey and Jarvis 2006,COL_0-5,,forest,temperate,,4,30,17,2.7,model,14.8,0.96,,5.9,N,
50,191,Rey and Jarvis 2006,COL_0-5,,forest,temperate,,4,30,17,1.9,equal-C,14.8,0.96,,5.9,N,
50,192,Rey and Jarvis 2006,HAI_0-5,,forest,temperate,,5,30,17.5,3.2,model,7.85,0.61,,3.7,N,
50,192,Rey and Jarvis 2006,HAI_0-5,,forest,temperate,,5,30,17.5,2.6,equal-C,7.85,0.61,,3.7,N,
50,193,Rey and Jarvis 2006,HAR_0-5,,forest,temperate,,4,30,17,2.8,model,6.45,0.63,,5.9,N,
50,193,Rey and Jarvis 2006,HAR_0-5,,forest,temperate,,4,30,17,2.6,equal-C,6.45,0.63,,5.9,N,
50,194,Rey and Jarvis 2006,HES_0-5,,forest,temperate,,5,30,17.5,2.5,model,6.45,0.63,,5.9,N,
50,194,Rey and Jarvis 2006,HES_0-5,,forest,temperate,,5,30,17.5,2.5,equal-C,6.45,0.63,,5.9,N,
50,195,Rey and Jarvis 2006,LOO_0-5,,forest,temperate,,5,30,17.5,3.1,model,6.78,0.5,51.74,5.2,N,
50,195,Rey and Jarvis 2006,LOO_0-5,,forest,temperate,,5,30,17.5,2.6,equal-C,6.78,0.5,51.74,5.2,N,
50,196,Rey and Jarvis 2006,ROC_0-5_20y,,forest,temperate,,4,30,17,2.7,model,3.85,0.26,31.42,4.1,N,
50,196,Rey and Jarvis 2006,ROC_0-5_20y,,forest,temperate,,4,30,17,2.2,equal-C,3.85,0.26,31.42,4.1,N,
50,197,Rey and Jarvis 2006,THA_0-5_95y,,forest,temperate,,5,30,17.5,2.9,model,8.46,0.49,,3.4,N,
50,197,Rey and Jarvis 2006,THA_0-5_95y,,forest,temperate,,5,30,17.5,2.75,equal-C,8.46,0.49,,3.4,N,
50,198,Rey and Jarvis 2006,WET_0-5_120y,,forest,temperate,,4,30,17,2.9,model,8.46,0.49,,3.4,N,
50,198,Rey and Jarvis 2006,WET_0-5_120y,,forest,temperate,,4,30,17,2.5,equal-C,8.46,0.49,,3.4,N,
51,199,Rey et al. 2008,COL_0-5,,forest,temperate,,4,30,17,2.48,model,14.8,0.96,,5.9,N,
51,200,Rey et al. 2008,COL_10-20,,forest,temperate,,4,30,17,3.25,model,8.39,0.6,,5.6,N,
